advantage,classify_name,company,info,job_name,money,requirements 
"['行业前10,福利待遇好,月度奖金']",游戏陪练,深圳市天天爱科技有限公司,"['20k-35k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",游戏运营总监,20k-35k,"['岗位职责：', '1、负责搭建产品运营体系，建设和管理整个运营团队；', '2、棋牌手游项目整体运营工作，制定游戏运营规划、战略、布局，保证游戏在多平台的稳定运行，如期完成公司下达运营KPI计划和目标；', '3、游戏运营活动的创意、内容策划，活动效果分析及产品优化建议；', '4、密切跟踪玩家动态，并分析用户行为和消费习惯，从市场运营角度出具游戏改进意见；', '5、游戏产品数据统计分析，为运营活动设计及产品修改提供客观依据；', '6、根据不同版本迭代过程中出现运营导向以及渠道导向提供相应商业化发行方案提高棋牌游戏市场竞争力；', '7、产品运营过程中的突发事件的决策和处理；', '8、业内相关产品监测，竞争对手分析，了解行业动态，熟知行业内各产品优势劣势所在，不断学习进取；', '9、游戏产品资料梳理，为市场、渠道部分提供必要支持。', '任职要求：', '1. 全日制本科以上学历，五年以上游戏运营或棋牌运营相关工作经验；两年以上同行业产品运营管理经验；', '2. 精通游戏推广、运营等工作流程，对棋牌游戏运营线上线下方式熟悉；', '3. 具备完善棋牌项目整体运营经验，有从0到1组建运营团队经验者优先；', '4. 精通棋牌数据分析，熟悉棋牌游戏用户行为以及棋牌游戏渠道发行方式；', '5. 具备较强的协作能力和沟通能力，出色的组织计划能力，良好的团队合作精神。']"
"['运营策划,晋升发展,年底分红']",游戏陪练,爱玩网络,"['6k-10k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏运营,6k-10k,"['岗位职责：', '1.根据公司战略设计最符合要求的游戏产品运营计划：包括需求收集、功能制定、版本计划、运营数据分析、用户反馈处理等；', '2.对游戏产品的运营情况进行监控和分析，并根据数据结论对产品的发展进行把控，以延长产品寿命、在线人数、提升用户粘性和销售额的增长；', '3.整合游戏资源，推动影响游戏产品开发；', '4.研究市场及竞争对手动态，把握潜在市场机会；', '1.一年以上游戏运营经理相关工作经验，对互联网/移动互联网有较为深刻的认识；熟悉游戏产品，对游戏有独特见解，了解行业发展。熟练掌握各种营销手段，能够策划、组织各类活动，执行能力强；', '2.熟悉运营数据分析及统计方式，具备很好的数据解读能力；', '3.富有创新精神和学习能力，良好的沟通能力和团队合作意识，有较好的管理能力；', '4.做人诚信，做事踏实，有事业心，对工作有持久的热情和主动性。']"
['五险一金 零食 聚餐 不定期团建活动'],游戏陪练,途越科技,"['10k-18k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",游戏美术,10k-18k,"['岗位职责：\xa0', '1、负责公司游戏的UI、icon、logo等游戏元素设计，游戏产品投放宣传素材设计；\xa0', '2、设定游戏的整体视觉风格，独立完成设计绘制任务达到通过品质；\xa0', '3、参与各产品设计讨论，和产品以及开发人员关注产品动向，提出设计解决方案。', '3、整合美术素材，资源输出及对最终效果进行把控；', '4、必要时可协助进行人物原画、场景等设计。\xa0', '任职要求：\xa0', '1、三年以上游戏行业设计经验，有完整的项目经验', '2、大专及以上学历，美术类相关专业及美院毕业者优先，', '3、热爱游戏行业，具有深厚的美术功底，较强的审美观念及色彩搭配能力，熟悉游戏制作流程。', '4、对游戏美术风格有一定的理解，能适应各种风格；', '5、做事认真细致，精益求精，严于律已，具有高度责任感和团队合作精神；\xa0', '有原画和动画经验者优先', '应聘者请附相关作品，无作品不予考虑']"
"['五险一金,双休,办公环境好,项目潜力大']",游戏陪练,禾雀车管家,"['20k-25k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",游戏运营,20k-25k,"['1、负责公司棋牌/休闲类产品的整体运营工作，制定运营规划、战略、布局并组织和监督运营实施，为公司营收负责；', '2、对所负责项目进行数据采集分析，并根据分析结果提出产品后续开发和修改建议；', '3、对所负责项目和项目主要竞争对手进行实时监控跟踪，并及时与相关部门沟通；', '4、制定游戏产品收费策略、支付渠道策略，并针对市场的变化制定和调整后续运营计划5、负责与各相关部门信息沟通、事务协调工作并及时备案。', '1、3年以上相关工作经验，完整参与运营过千万级月流水产品者优先；', '2、具备丰富的数据分析、市场运营、策划推广、渠道建设、人员组织的实践经验和成功业绩，有良好社会关系资源，擅长棋牌/休闲类产品的运营管理者优先；', '3、熟悉玩家心理，对游戏市场运作有较深入的认识；', '4、对数据敏感，具备较强的数据分析能力；', '5、较强的企业经营战略决策能力、统筹策划经营能力、分析研究解决问题能力，具有较强的组织、领导能力和执行力，能熟练运用各种激励政策引导团队；', '6、有较强的分析规划能力和开拓创新意识，敢于突破与创新；', '7、出色的表达能力及协作精神，良好的个人品行和团队合作精神、勤奋敬业、能承受较大的工作压力。']"
['扁平化管理 氛围好 下午茶'],游戏陪练,DataEye,"['6k-12k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏视频编辑,6k-12k,"['岗位职责：', '1. 负责游戏广告视频的剪辑、合成、特效等制作工作；', '2. 能熟练使用AE/PR完成视频二次剪辑的设计制作；', '3. 有一定设计创意能力，对整个游戏视频的主题、镜头衔接、节奏感、音乐等方面有较好的把握，对成片质量负责。', '4. 完成游戏视频后期剪辑工作，如：特效制作、镜头较色、合成、音乐音效等', '任职要求：', '1．大专以上学历，2-3年的视频编辑经验，有游戏视频制作相关工作经验者优先；', '2．熟悉AE后期制作，能熟练操作AE、PR、PS等视频和设计软件；', '3．拥有良好的视觉表现力，在创意、风格、节奏、分镜头上有自己独特的理解；', '4．了解关注网络热点，有创新想法，热爱网络游戏，对游戏有独特见解；', '5．有很强的沟通能力、独立工作能力，良好的执行力和团队精神、工作认真、踏实、责任感强；', '6．应聘请务必附上作品附件或作品链接。']"
['文案编辑'],游戏陪练,YIDATEC,"['7k-9k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏运营,7k-9k,"['1、协助运营人员，进行公告号管理', '-官方公众号月规划的同步与审核；', '-公众号文章与头图的审核与监修；', '-公众号活动的形式审核与礼包配合；', '-公众号用户留言整理、舆论控制；', '2、协助运营人员，进行贴吧、tap、微博等社群的内容同步、活动审核与配合、舆论控制；', '岗位要求：', '1. 熟悉游戏运营方法，有相关经验', '2. 文档能力过关，能根据需求输出文档', '3. 执行能力强，有一定的抗压能力', '4. 爱好游戏，有游戏经验者优先。熟悉火影忍者动漫，火影相关游戏者优先', '5. 工作认真负责，性格好，易与人相处，抗压能力强']"
['提供行业内极具竞争力的薪酬待遇'],游戏陪练,鲲域传媒,"['8k-15k ', '/深圳 /', '经验不限 /', '学历不限 /', '全职']",游戏视频特效剪辑师,8k-15k,"['岗位职责：', '1.负责公司项目的视频后期制作。', '岗位要求：', '1.酷爱玩游戏', '2.熟练使用AE,3DMAX/C4D,PS等软件', '3.精通VEGAS，PR，EDUIS等剪辑软件', '4.有良好的节奏感和团队协作意识', '5.学习能力好，抗压能力强', '6.广告，传媒相关专业的同学优先考虑', '7.经常混AB站的同学优先考虑', '8简历中需附上作品或链接。']"
['大平台，给力薪酬'],游戏陪练,OPPO,"['15k-30k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",游戏合作经理（海外游戏方向）,15k-30k,"['工作职责：', '1、负责海外游戏研发商及发行商的拓展和产品引入，及时获取产品/团队信息 对于优秀的游戏产品必须第一时间引入并推动产品上线运营；', '2、负责运营游戏产品的运营数据收集及分析整理；', '3、游戏商务合作对外沟通及合作伙伴的关系维护；', '4、搜集、分析行业动态，根据市场信息及业务发展目标制定商务拓展计划；', '5、配合制定海外游戏业务的相关业务流程及制度，确保产品合作流程流畅。', '\xa0', '工作要求：', '1、本科及以上学历，3年以上移动互联网游戏行业工作经验；', '2、了解游戏行业发展，熟悉游戏业务合作规范，有丰富的游戏产品运营和商务谈判工作经验；', '3、具备较强的资源整合、表达和推动能力、敏锐的市场洞察力、创造性思维和营销策划能力；', '4、良好的团队意识和执行能力，能够承担高强度的工作压力，能够适应经常性国内外出差，独立性强。', '5、有东南亚海外游戏工作经验者优先。']"
['奖金多 氛围好'],游戏陪练,溜溜鱼,"['8k-13k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",游戏特效设计师,8k-13k,"['1、独立完成游戏特效（人物，场景等动画特效）；', '2、有一定的手绘能力，可以绘制一些简单的元素（烟，光，火花等）；', '3、设计并制作特效动画，并配合程序输出资源文件；', '4、熟悉人体骨架和肌肉结构以及一般的运动原理；', '5、有较强的美术功底，对动画节奏有一定的理解；', '6、认真完成公司安排的工作内容。', '任职资格：', '1、大专以上美术相关专业，熟悉熟练使用COCOS2D引擎进行特效制作；', '2、熟练使用相关动画软件；', '3、喜欢研究各种游戏中的特效，并致力于特效的设计制作，以帮助游戏实现优秀的特效表现力；', '4、良好的学习能力，能够跟上国内外前沿的游戏特效设计风格；', '5、具备良好的沟通能力、团队合作意识及责任心；', '6、了解棋牌游戏或有过棋牌项目经验；']"
['福利待遇佳 工作氛围轻松 年终奖金'],游戏陪练,闲时游戏,"['10k-20k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",游戏主策划,10k-20k,"['1、负责休闲游戏、小游戏、棋牌游戏产品策划工作；', '2、负责规划游戏方向，收集和分析市场同类竞品；线上数据分析和优化；', '3、设计游戏规则并给出设计文档，跟进项目整个开发流程，协调好项目美术及程序等资源配合；', '4、负责把控项目的游戏性、画面风格、策划以及程序等各方面内容的质量；', '5、密切跟踪玩家动态，并分析用户行为和消费习惯，从运营角度出具游戏改进意见，保持对市场情 况敏锐；', '6、管理策划、美术、程序、测试的项目制作团队，带领建设高质量的项目开发团队。', '任职要求：', '1、对游戏行业有极大热情，有3年以上休闲或棋牌游戏产品策划经验，主导过一款以上成功的游戏 产品，拥有完整的项目经验；', '2、项目管理能力强，对自己和游戏品质有较高的要求，做事讲究逻辑性并自我驱动力强；', '3、对用户、市场、新形态敏感，能快速在市场中发现、提出有创造的构想，并能高效实现，思维发 散性强；', '4、擅长把思路建模并整理文档，较强的动手能力及团队管理经验，对休闲游戏认有较深刻的认识；', '5、做事认真细致，抗压能力强，精益求精，具备较强的沟通协调能力，具有高度责任感和团队合作 精神。']"
"['做一流产品,快速成长,高薪资']",游戏陪练,迅龙创威,"['10k-20k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏策划（MOBA/RTS 系统）,10k-20k,"['岗位职责：', '1.负责游戏各系统的设计且进行详细的开发文档编写', '2.跟进系统功能的开发和验收测试，完成配置表内容', '3.针对游戏内容，尤其是系统包装、UI表现提出优化方案并跟进实现', '4.与团队一起完成版本计划目标内容，完善游戏体验', '任职要求：', '1.热爱游戏，愿意在游戏行业长远发展', '2.游戏经验丰富，对各种类型游戏都有一定的认识和分析能力', '3.游戏系统策划工作经验1年以上', '4.注重团队沟通及合作、具有一定的抗压性', '5.不断总结、积极思考、乐于分享', '6.有手游项目上线运营经验的优先', '7.有数值工作经验的优先', '8.对RTS/MOBA类游戏有深入了解，并有自己分析研究的优先', '9.在UI功能设计和布局方面有丰富经验的优先', '公司简介：', '迅龙创威网络技术有限公司（以下简称“迅龙创威”），成立于2014年年底，目前员工人数过百，总部设于深圳。该公司由金牌游戏制作人郦钧先生创立，其代表作为腾讯旗下最成功的自研端游《御龙在天》。公司立足移动游戏自主研发，同时涉及海外产品本地化、精品游戏运营业务，创始团队核心成员均来自腾讯、畅游、巨人、完美等国内一线企业，曾有过端游《天龙八部》、《征途》、手游《暗黑黎明》、《九龙战》等一流产品的研发、发行或运营经验。', '公司优势：', '【高薪资高福利】 \xa0极具竞争力的薪酬福利体系，薪酬不低于一线网游公司。表现突出者一年有多次调薪机会。期权股权根据能力和表现而定，重大贡献者可晋升为公司合伙人。\xa0', '【向牛人学习的机会】 \xa0公司多名创始人有百万在线、年收入十亿以上的一线网络游戏的研发、发行和运营经验。和牛人在一起工作，你可以学到更多。一对一的导师制让你的能力快速提升。', '【快速成长型公司】 \xa0团队实力媲美一线网游公司的游戏工作室，加上雄厚的资金和丰富的人脉，公司必将快速成长。伴随公司的高速发展员工将有更广阔的成长空间，而不是在架构成型的大公司里做一颗螺丝钉。\xa0', '【管理扁平化，创新/专注/实干】 没有等级分明的职级划分，管理扁平化；坚持平等、开放和分享，员工融洽地进行创造性的工作；信奉专注和高执行力，从始至终把一件事情做到卓越和极致。']"
['上市公司工作机会；弹性工作制；员工福利'],游戏陪练,乐逗游戏,"['15k-25k ', '/深圳 /', '经验3-5年 /', '学历不限 /', '全职']",游戏活动策划,15k-25k,"['工作职责:', '1．参与研发团队密切合作，完成运营活动的策划与设计，并根据项目运营节奏、运营数据及不同阶段的版本内容，制定游戏内功能及运营活动；', '2．参与平台及市场渠道等联动，设计出具有平台市场渠道联动特点的活动内容；', '3．跟进活动效果，对活动形式进行持续优化，保证资源得到合理利用；', '4．游戏运营活动的策划、执行、效果评估和跟踪等相关工作。', '任职资格:', '1．热爱游戏行业，至少三年以上手机网游线上运营经验，有大流量游戏项目运营经验；', '2．思维活跃有创意，紧跟网络热点，同时具备优秀的逻辑分析能力，熟悉用户心理、行为习惯及社交传播，通过目标拆解进行的资源规划、整合及落地执行能力强；', '3．熟悉游戏生命周期各阶段运营工作，具有优秀的团队沟通合作能力；', '4．熟悉平台市场联动类的活动设计要求和技巧；', '5．具备优秀的沟通能力和责任心，有创新精神；', '6．有传奇类、动作RPG游戏活动策划或商业化运营经验者优先。']"
"['五险一金,全勤奖,餐补']",游戏陪练,途游,"['8k-16k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",游戏视频广告设计师,8k-16k,"['岗位职责：', '1、负责游戏广告视频的剪辑、合成、特效等制作；', '2、完成渠道广告视频、动图的创意设计和整体输出；\xa0', '3、根据投放效果及时合理优化视频广告素材。\xa0', '工作要求：\xa0', '1、大专或以上学历、艺术类专业优先；\xa0', '2、 拥有良好的视觉表现力，在创意、风格、节奏、分镜头上有自己独特的理解；\xa0', '3、良好的沟通和执行力，积极主动有团队意识，热爱游戏行业。熟练使用AE、PR、PS等软件，有游戏广告视频制作经验优先；\xa0', '4、简历请附带作品或作品链接，无作品者不考虑。']"
['带薪年假、年度体检、年度旅游'],游戏陪练,文瀛互联网科技,"['15k-30k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",Egret游戏开发工程师（驻海外）,15k-30k,"['1、负责开发\xa0HTML5\xa0手机游戏产品，能够合理推进项目进展', '2、参与游戏功能需求分析和框架设计', '3、持续优化游戏性能，游戏逻辑以及用户体验', '4、解决跨浏览器和移动设备兼容问题 任职要求 •\xa0具备扎实的前端开发技术基础，例如：HTML5/ES6等\xa0', '1、精通\xa0JavaScript/TypeScript\xa0语言，熟悉常用的数据结构和算法', '2、 熟练应用\xa0canvas，并且能够使用\xa0WebGL\xa0进行\xa02D/3D\xa0渲染 3、至少有一种游戏引擎的实际开发经验，例如：Egret\xa0Engine/Cocos2d-js/layabox等引擎\xa0', '4、熟悉\xa0socket/http等通讯协议 •\xa0熟悉\xa0HTML5\xa0游戏在手机浏览器上的适配和性能优化\xa0', '5、熟悉\xa0Egret\xa0Engine\xa0相关API，有\xa0Egret\xa0Engine\xa0相关开发经验优先\xa0', '6有成熟线上产品优先，有棋牌类游戏开发经验者优先 \xa0\xa0', '\xa0', '1、工作时间：周一到周六,9:30-12:30;14:30-18:30（每半年可享至少14天带薪假期，公司提供往返国内机票）;\xa0', '2、提供高级公寓住宿：自带泳池和健身房，燃烧你的卡路里；', '3、每月发放餐饮补贴，一日三餐随心选；', '4、办公室无限提供零食和饮料，吃饱喝足再去敲代码；', '5、公司为员工办理工作签证，保障出入境自由；', '6、年度员工体检，身体也要棒棒的；', '7、技术分享会、员工户外运动、团队建设、员工旅游、重大节日抽奖活动，嗨爆你的业余生活；', '8、弹性调薪制度、年终奖、全勤奖、伯乐奖、结婚礼金、生日礼金等你来拿！', '\xa0']"
['发展空间大'],游戏陪练,凯撒文化,"['3k-5k ', '/深圳 /', '经验1-3年 /', '学历不限 /', '全职']",游戏客服,3k-5k,"['岗位职能：\xa0', '1、通过在线QQ、论坛、微信等多种形式在线为游戏玩家提供咨询服务、受理玩家问题，对于玩家的问题能及时、有效地进行处理；\xa0', '2、提供专业、细心、周到的服务，建立和维护玩家关系，提升玩家满意度；\xa0', '3、跟踪玩家问题处理进度，及时反馈和协助处理游戏异常状况，与玩家做好沟通；\xa0', '4、根据用户维护体系，维护好当前用户，巩固新老玩家；\xa0', '5、了解和发掘玩家需求，对玩家意见及建议及时记录和反馈。\xa0', '任职要求：\xa0', '1、中专及以上，有游戏客服工作经验优先；\xa0', '2、对手机游戏感兴趣，游戏上手快；\xa0', '3、良好的语言组织能力、逻辑思维能力；\xa0', '4、具备良好的服务意识；\xa0', '5、打字速度快，50字/分钟以上；\xa0', '6、有良好的脾性，有耐心、细心，有一定的承压能力。']"
"['六险一金,鹅场大神,高配团队,海外手游']",游戏陪练,乐言科技,"['6k-12k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏视频广告设计师,6k-12k,"['【岗位职责】', '负责公司的视频广告制作，协助需求部门收集市面上的其他游戏广告，并分析优劣，维护及更新游戏发行广告创意/素材文档库。', '负责游戏产品的广告视频后期、剪辑、及部分平面广告设计。', '能独立完成公司在各大广告平台的视频广告创意与设计（15~60s）。', '了解及关注游戏市场的广告风格变化，能驾驭各种题材的游戏广告，具备一定创意力及良好的审美能力。', '【岗位要求】', '熟悉视频制作流程，具备良好的美术基础和逻辑思维，对特效、镜头、运动规律和动画、音乐节奏、色彩、画面、创意等有一定的把握。', '大专及以上学历，相关专业或1年以上海外游戏行业广告设计经验优先。', '精通Ae、Premiere，熟悉3Dmax，Maya，C4D任意一款软件，会PS、AI等相关辅助软件。', '热爱游戏，对当前热门的游戏有深入的了解，有敏锐的视觉触觉。', '有良好的沟通能力及团队合作意识，工作积极主动有责任心且抗压能力强，具备较强的学习能力，能适应市场变化。', '『关于乐言』', '◆极度钻研 \xa0 \xa0 \xa0专注海外精品手机游戏自主研发、运营，致力于打造世界一流的产品；', '◆技术深厚 \xa0 \xa0 \xa0创始人、CTO（原腾讯技术总监），研发经理及技术骨干均为腾讯技术背景；', '◆飞速发展 \xa0 \xa0 \xa0 公司已有2.8亿用户群，每年100%盈收增长；', '◆成长提升 \xa0 \xa0 \xa0 一对一导师，帮助你的成长；大牛分享，团队分享，给你更多学习机会；', '◆工作时间 \xa0 \xa0 \xa0 周末双休，早上 9:00-18:30。', '『福利』', '◆六险一金◆ \xa0 \xa0 ◆ 一年多次调薪◆ \xa0 \xa0 \xa0◆每年两次旅游◆', '◆年度体检◆ \xa0 \xa0 \xa0◆每月团建◆ \xa0 \xa0 \xa0 ◆不限量水果零食咖啡◆', '◆7天年假10天全薪病假◆\xa0\xa0 \xa0 \xa0 \xa0◆生日礼包\xa0节日礼品\xa0◆ \xa0']"
"['奖金丰厚,工作氛围好,发展空间大']",游戏陪练,vivo,"['30k-60k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",移动游戏技术规划经理,30k-60k,"['岗位职责:', '1、洞察手机相关的半导体业界发展趋势，梳理CPU/GPU，游戏引擎发展和演进趋势，核心技术，游戏Studio和开发者使用趋势；', '2、熟悉GPU架构，游戏引擎（Unity、Unreal等），计算机图形学方面知识（DirectX、OpenGL、Vulkan等）且有相关项目经验；', '3、规划和制定游戏技术规划路标和关键技术路径，并推动内外部资源进行落实；', '4、参与重点游戏的技术交流，驻场测试，内部常规测试，梳理洞察关键问题，并拉通游戏，芯片，引擎，内部研发测试，梳理出优化策略和方向，并跟进研发优化和测试结果。', '任职资格:', '1、本科以上学历，计算机图形学相关专业优先；', '2、4年以上相关工作经验，高通，ARM，nVidia，Unity，Unreal等从事开发，图形应用，引擎和GPU优化等相关工作经验优先；', '3、有大型移动游戏优化经验优先；', '4、逻辑思维能力强，有极强的解决问题的能力和执行力；', '5、具有强烈责任心，良好的团队合作精神；良好的组织、沟通协调能力，高效执行和计划推进能力。']"
['五险一金 国家公众假期'],游戏陪练,博万游戏,"['8k-15k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",游戏投放经理,8k-15k,"['职位描述', '岗位职责：', '1、负责制定手机游戏广告全渠道（硬核渠道为主）投放计划，包含各个渠道的预算分配，成本、倒量目标及利润率；', '2、负责制定广告投放策略，优化广告效果，并对最终效果负责；', '3、负责同美术进行广告素材的协调，协助设计制定广告创意，并跟踪优化；', '4、负责推广渠道数据实时监控和反馈跟踪，定期对推广数据进行分析，有针对性的调整推广策略；', '5、负责留意手游买量市场的变化和革新，对公司产品投放规划提出建议；', '任职要求：', '1.大专以上学历，具备主流游戏投放渠道2年及以上游戏投放经验（硬核渠道、头条、广点通、百度、）；', '2.精通Excel等数据分析软件，具有较强的数据分析能力，并对数据具有一定敏感度，能从海量数据中及时发现问题并提供有效的优化方案；', '3.工作主动性强，具备高度责任心和极强的团队合作精神；', '4.对新鲜事务接受能力强，对广告创意有一定的见解；', '5.具备良好的创新能力，学习能力，责任心强，能够承受工作压力；', '6.能较熟练使用PS等修图软件的优先；']"
['微信游戏'],游戏陪练,腾讯,"['15k-30k ', '/深圳 /', '经验1-3年 /', '硕士及以上 /', '全职']",微信游戏后台开发工程师（深圳）,15k-30k,"['【岗位职责】', '1.负责微信精品游戏、微信小游戏的平台能力建设', '2.负责微信精品游戏、微信小游戏运营能力建设', '3.负责微信精品游戏、微信小游戏开放能力建设', '【岗位要求】', '1.本科及以上学历；', '2.2年以上Unix、Linux操作系统的C/C++项目的开发经验；熟悉STL，boost等常用公共库;', '3.熟悉网络编程，精通TCP/IP协议及编程，熟悉互联网应用协议；', '4.具有高并发、高性能服务系统设计经验及能力，能独立承担任务和有系统进度把控能力；', '5.有游戏、海量服务、高性能、分布式系统设计、开发经验者优先；', '6.具备良好的沟通表能力及团队协作精神、有较强的主动性、责任心与执行能力，具备良好的分析解决问题能力']"
['五险一金、周末双休、弹性工作、年终奖金'],游戏陪练,史蒂夫软件,"['4k-6k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏客服专员,4k-6k,"['工作职责：', '1、对玩家在游戏中遇到的问题进行解答，引导玩家正确进行游戏；', '2、通过各种渠道收集整理玩家意见、建议及相关问题，及时反馈相应处理部门；', '3、确保对玩家问题回应及时准确，保证玩家满意度；', '4、配合相关部门实施线上线下活动；', '5、协调玩家与公司关系，树立公司形象。', '岗位要求：', '1、高度的责任心和客户服务意识，亲和力强，有耐心，性格开朗；', '2、较强的组织，计划，控制，协调能力和人际交往能力，应变能力；', '3、性格随和，有良好的沟通能力，责任心和团队合作精神，以结果为导向；', '4、认同公司的价值观；', '5、能接倒班工作安排；', '6、熟悉棋牌游戏，麻将游戏优先考虑。', '薪资结构是：底薪+绩效+提成（提成与在线+审核量相关）', '上班时间：早晚班，9:00-17:30/17:30-1:30\xa0', '晚班有补贴，下班可以打车报销']"
['免费三餐、提供住宿、晚班补贴、内部转岗'],游戏陪练,淘乐网络,"['3k-5k ', '/深圳 /', '经验不限 /', '学历不限 /', '全职']",游戏客服专员,3k-5k,"['工作内容：', '1、通过QQ/论坛/电话热线等各种方式回复、解决用户反馈的游戏问题及其他事项；', '2、根据上级制定的工作标准和操作要求为用户解决问题；', '3、每天对数据进行统计、用户建议收集、登记、提交等', '岗位要求：', '1、专科以上学历，18岁以上，男女不限；', '2、喜欢玩游戏，热爱回合制游戏；', '3、喜欢与用户打交道，以提供优质服务为目的能主动、热情的寻找话题；', '4、善于运用文字阐明观点，经常运用QQ类软件打字聊天；', '5、头脑灵活，应变能力强，能够主动掌控话题并恰当解决问题优先考虑；', '6、喜欢在服务性岗位发展者优先考虑，能接受三班倒。', '*有管理经历优秀者可考虑主管职位']"
"['有提成,福利好,扁平化,自由度高']",游戏陪练,新萌游戏,"['10k-20k ', '/深圳 /', '经验1-3年 /', '本科及以上 /', '全职']",休闲游戏开发工程师,10k-20k,"['岗位职责:', ' 1. 负责公司小游戏产品架构设计；', ' 2. 负责公司小游戏产品功能模块的设计及开发；', ' 3. 负责公司小游戏产品后续版本的开发和调优；', ' ', ' 岗位要求:', ' 1. 本科以上学历，1年以上移动游戏或H5游戏相关开发工作经验；', ' 2. 熟悉Cocos Creator、Layabox或者Egret（白鹭）\xa0游戏引擎，熟悉常用的游戏性能优化方案；', ' 3. 熟悉 JavaScript、HTTP 、websocket等 知识点；', ' 4. 熟悉常用数据结构和算法，设计模式；', ' 5. 有小游戏开发经验，最重要的是要有独立开发游戏的成功经验，有海外休闲类游戏开发经验更好。', ' 6. 熟悉各第三方sdk接入，熟悉android或ios原生sdk接入经验者优先', ' 7. 了解各种前端框架并有相关经验者优先；', ' 8. 良好的分析解决问题能力与沟通协作能力。心态开放，学习能力强，不只关注技术层面的事情。', '9.该职位为全职招聘和兼职招聘职位，全职即入职公司工作，兼职为合作模式，即面试者与公司就项目进行合作，面试者进行开发，公司提供运营、推广、以及其他所需要的费用进行合作，相当于面试者兼职自主创业。面试全职或者兼职请在简历中注明。']"
['福利待遇好，朝九晚六周末双休、班车、早餐'],游戏陪练,YIDATEC,"['8k-9k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏运营,8k-9k,"['职责：', '在QQ手游业务中负责某款手游的分发运营，主要职责：', '1.和IEG对接，跟进资源申请和资源投放，为投放质量及效果负责', '2.根据游戏自身规划，以周和月为单位输出在平台的运营计划并执行', '3.其他从新游发行到稳定运营的相关工作', '要求：', '1.热爱玩游戏，熟玩目前热门手游', '2.沟通能力强，能快速和高效的推进合作运营相关', '3.有活动策划和用户运营的经验', '4.有游戏运营相关工作经验者优先']"
['大神带你飞 下午茶 国外旅游'],游戏陪练,乐橙互娱,"['18k-35k ', '/深圳 /', '经验3-5年 /', '学历不限 /', '全职']",海外游戏 主程 程序 工程师,18k-35k,"['看这里！前方高能请注意！', '海外市场\xa0 海外市场\xa0 海外市场\xa0 （东南亚、欧美）', '游戏类型：捕鱼、电玩城、德州、棋牌', '岗位职责：', '1、 根据策划文案需求，独立设计并开发相应的电玩城、捕鱼、德州、棋牌类游戏模块，并做好单元测试工作；', '2、 制定服务端核心代码框架、架构设计；', '3、 负责服务端开发模块的划分、协调服务端开发团队的分工；', '4、 制定服务端开发流程和标准，对项目的服务端开发质量负责；', '5、 协调策划、客户端等其它人员工作，并参与产品开发计划的制定并跟踪执行,保证游戏开发的高效进行；', '6、 设计并开发游戏辅助工具；', '7、 服务器调试和性能优化工作；', '8、 配合客户端，策划，美术等其他部门工作，共同完成整体项目的开发；', '9、 按时完成代码的编写、自测、联调，以及bug的修复。\xa0', '任职要求：', '1、本科及以上学历，计算机或相关专业；', '2、2年以上电玩城、捕鱼、德州、棋牌类游戏行业从业经验；', '3、精通C++/lua,熟悉python/shell、sql等编程语言；', '4、精通电玩城捕鱼类平台服务端架构，并有成功线上运营经验；', '5、热爱游戏、良好的沟通能力、较强的团队协作精神和责任心性格开朗，思路清晰。', '6、能承担较高强度的工作压力，有较强的项目进度掌握能力。']"
